LSOA code,All usual residents aged 16+,Never worked and long term unemployed
E01004425,1569,145
E01004426,1497,209
E01004427,1577,122
E01004428,1626,277
E01004429,1454,175
E01004430,2259,193
E01004432,1517,156
E01004434,1676,227
E01004435,1711,240
E01004436,1283,155
E01004437,1462,165
E01004438,1804,154
E01004439,1359,130
E01004440,1722,155
E01004441,1268,109
E01004442,1281,87
E01004443,1818,241
E01004444,2327,277
E01004445,1655,178
E01004446,1942,166
E01004447,1504,150
E01004448,1534,167
E01004449,1496,268
E01004450,1390,110
E01004451,1495,143
E01004452,1509,155
E01004453,1403,150
E01004454,1487,153
E01004455,1409,226
E01004456,1350,232
E01004457,1551,137
E01004458,1640,195
E01004459,1243,246
E01004460,1609,141
E01004462,1790,172
E01004463,1593,87
E01004464,1273,164
E01004465,1244,96
E01004466,1363,108
E01004467,1784,239
E01004468,1413,101
E01004469,1448,206
E01004470,1286,144
E01004471,1363,165
E01004472,1524,56
E01004473,1538,111
E01004474,1806,81
E01004475,1278,88
E01004476,1639,90
E01004477,1270,46
E01004478,1138,46
E01004479,1239,57
E01004480,1498,44
E01004481,1470,74
E01004482,1339,91
E01004483,1818,75
E01004484,1298,67
E01004485,1505,92
E01004486,1273,52
E01004487,1312,92
E01004488,1087,78
E01004489,1101,87
E01004490,1243,27
E01004491,2174,126
E01004492,1442,101
E01004493,1601,104
E01004494,1514,102
E01004495,1317,172
E01004496,1723,76
E01004497,1138,89
E01004498,1410,45
E01004499,1392,66
E01004500,1750,93
E01004501,1316,129
E01004502,1364,71
E01004503,1473,95
E01004504,1208,74
E01004505,1389,77
E01004506,1984,103
E01004507,2228,98
E01004508,1828,64
E01004510,1641,87
E01004511,1352,38
E01004512,1179,66
E01004513,1629,135
E01004514,1542,61
E01004515,1520,84
E01004516,1421,94
E01004517,1872,131
E01004518,1401,106
E01004519,1404,119
E01004520,1126,95
E01004521,1590,128
E01004522,1394,159
E01004523,1336,118
E01004524,1454,195
E01004525,1601,128
E01004526,1481,125
E01004527,1404,120
E01004528,1350,176
E01004529,1765,118
E01004530,1526,141
E01004531,1417,144
E01004532,1187,87
E01004533,1178,132
E01004534,1632,74
E01004535,1333,212
E01004536,2028,152
E01004537,1734,196
E01004538,2065,219
E01004539,1609,183
E01004540,1917,138
E01004541,1424,195
E01004542,1271,34
E01004543,1478,42
E01004544,1260,75
E01004545,1794,47
E01004546,1271,39
E01004547,1234,147
E01004548,1802,114
E01004549,1416,107
E01004550,1108,74
E01004551,1418,74
E01004552,1784,50
E01004553,1493,54
E01004554,1311,37
E01004555,1252,46
E01004556,1162,31
E01004557,1327,61
E01004558,1387,66
E01004559,1130,73
E01004560,1635,87
E01004563,1758,202
E01004564,1661,95
E01004565,1469,97
E01004566,1450,74
E01004567,1888,237
E01004568,1393,133
E01004569,1922,272
E01004570,1491,198
E01004571,1484,192
E01004572,1340,92
E01004573,1374,115
E01004574,1534,184
E01004575,1594,205
E01004576,1220,171
E01004577,1576,110
E01004579,1581,122
E01004580,1770,138
E01004581,1562,108
E01004582,1936,139
E01004583,1508,145
E01004584,1384,183
E01004585,1617,55
E01004586,1684,39
E01004587,1485,49
E01004588,1788,46
E01004589,1473,41
E01004590,1576,167
E01004591,1663,133
E01004592,1433,125
E01004593,1562,88
E01004594,1347,63
E01004595,1496,88
E01004596,1273,46
E01004597,1503,110
E01004598,1793,48
E01004599,1168,43
E01004601,2073,161
E01004602,1406,44
E01004604,1246,48
E01004605,1476,83
E01004606,1413,31
E01004607,1353,61
E01004608,1461,84
E01004609,1900,80
E01004610,1731,139
E01004611,1311,98
E01004612,1373,146
E01004613,1404,192
E01004614,1709,155
E01004615,1290,179
E01004616,1675,97
E01004617,1688,109
E01004618,1263,63
E01004619,1063,46
E01004620,1355,66
E01004621,1406,80
E01004622,1681,235
E01004623,1426,64
E01004624,1290,89
E01004625,1003,27
E01004626,1502,55
E01004627,1243,69
E01004628,1949,184
E01004629,1289,82
E01004630,1346,188
E01004631,1524,151
E01004632,1222,84
E01004633,1270,174
E01004634,1239,115
E01004635,1365,129
E01004636,1192,111
E01004637,1210,106
E01004638,1112,40
E01004639,1440,86
E01004640,1422,55
E01004641,1561,126
E01004642,1691,125
E01004643,1836,201
E01004644,2063,160
E01004645,1674,242
E01004646,1401,165
E01004647,1157,139
E01004648,1919,173
E01004649,1133,118
E01004650,1526,114
E01004651,1564,115
E01004652,1469,146
E01004653,1713,153
E01004654,2161,120
E01004656,1744,169
E01004657,1102,46
E01004658,1395,127
E01004659,1510,90
E01004660,1242,84
E01004661,1770,181
E01004662,1209,67
E01004663,1267,161
E01004665,1175,240
E01004668,1192,132
E01004669,1427,238
E01004670,2221,664
E01004674,1604,273
E01004675,1987,339
E01004676,1288,105
E01004677,1464,160
E01004678,1671,258
E01004679,1688,276
E01004680,1119,92
E01004681,1676,138
E01004682,1189,78
E01004683,1292,93
E01004684,1143,160
E01004686,1260,235
E01004687,1163,71
E01004690,915,93
E01004691,1015,82
E01004692,858,117
E01004693,1023,76
E01004694,1360,106
E01004695,999,92
E01004696,1239,216
E01004697,1194,95
E01004698,1218,119
E01004699,1562,115
E01004700,1334,56
E01004701,1317,121
E01004702,2342,539
E01004703,1659,122
E01004705,1048,49
E01004706,1280,62
E01004707,1559,48
E01004708,1342,149
E01004709,1435,192
E01004710,1591,261
E01004711,1592,288
E01004712,1315,112
E01004713,1148,46
E01004714,1487,127
E01004715,1636,144
E01004716,919,66
E01004717,1163,49
E01004718,1594,250
E01004719,1534,248
E01004720,1851,273
E01004721,1497,297
E01004722,2163,473
E01004723,1879,249
E01004724,1660,151
E01004725,1114,165
E01004726,1441,139
E01004727,1354,124
E01004728,1301,137
E01004729,1309,252
E01004730,1280,157
E01004731,1781,109
E01004732,1138,227
E01004733,1847,101
E01004734,1598,175
E01004735,1820,159
E01004736,1389,77
E01004737,995,106
E01004740,1145,177
E01004741,1121,113
E01004742,1160,62
E01004743,1291,133
E01004744,1276,203
E01004746,1082,149
E01004747,1962,206
E01004748,1042,73
E01004749,1954,141
E01004750,1419,201
E01004751,1570,338
E01004752,1228,129
E01004753,1619,181
E01004754,1573,359
E01004755,2059,396
E01004756,1319,136
E01004757,1337,237
E01004760,1468,157
E01004761,1117,110
E01004762,1409,169
E01004763,1892,131
E01004765,1732,143
E01032512,1872,430
E01032513,996,181
E01032562,1189,121
E01032563,1188,75
E01032564,998,113
E01032565,1140,142
E01032566,1510,138
E01032567,1337,110
E01032568,1238,120
E01032569,1305,174
E01032570,1414,90
E01032572,1394,98
E01032573,1581,83
E01032574,1566,224
E01032575,1633,272
E01032576,1342,118
E01032577,1402,110
E01032579,1809,175
E01032580,1123,178
E01032581,1485,187
E01032582,2018,123
E01032583,1752,134
E01032584,1181,113
E01032623,1499,102
E01032637,1017,24
E01032638,1036,13
E01032639,1735,76
E01032640,981,17
E01032646,1371,65
E01032719,1248,95
E01032739,1545,97
E01032740,1337,41
E01032741,1217,141
E01032742,1458,161
E01032743,1685,248
E01032744,1262,259
E01032764,2052,205
E01032765,1487,220
E01032767,1505,75
E01032768,1189,48
E01032769,1132,96
E01032770,1892,123
E01032771,1365,114
E01032772,1998,235
E01032774,1449,179
E01032775,1011,63
E01032776,1825,130
E01032777,1071,105
E01032779,1154,73
E01032780,1795,131
E01032781,1449,143
E01032782,1947,165
E01032783,1129,132
E01032784,1481,123
E01032785,1922,152
E01032786,1206,184
E01032787,1938,366
E01032788,1320,104
E01032789,984,90
E01032790,904,81
E01032803,1351,55
E01032834,984,26
E01033000,1288,169
E01033030,1361,137
E01033081,1317,128
E01033082,1053,92
E01033083,1652,195
E01033084,1479,201
E01033086,959,170
E01033098,1516,62
E01033099,1622,90
E01033100,1672,134
E01033132,1796,91
E01033133,1059,58
E01033135,966,26
E01033146,1137,210
E01033148,1674,255
E01033150,1159,188
E01033151,1061,203
E01033208,1525,77
E01033320,1285,106
E01033322,1018,76
E01033324,1272,147
E01033325,1224,55
E01033327,1888,194
E01033341,1063,127
E01033455,904,145
E01033456,2027,361
E01033457,1604,186
E01033463,2653,286
E01033485,1359,185
E01033486,881,92
E01033487,1059,32
E01033488,1455,120
E01033489,1360,41
E01033490,1258,106
E01033491,1703,137
E01033493,1197,26
E01033494,1275,84
E01033569,1469,108
E01033570,1495,111
E01033571,1229,86
E01033579,1700,96
E01033580,1185,48
E01033581,1474,164
E01033582,1204,76
E01033584,1328,219
E01033586,1789,188
E01033587,1783,181
E01033589,1322,254
E01033590,849,112
E01033591,2205,366
E01033592,1515,158
E01033593,1488,176
E01033594,1385,120
E01033597,875,115
E01033598,1156,286
E01033599,1063,166
E01033601,1591,310
E01033602,1229,297
E01033603,1114,154
E01033604,1028,205
E01033605,1369,331
E01033699,1278,97
E01033700,2250,151
E01033702,1062,156
E01033703,1216,153
E01033704,2088,115
E01033705,1130,180
E01033706,1347,58
E01033708,1785,72
E01033709,1540,123
E01033710,899,82
E01033711,1822,69
E01033712,1283,114
E01033713,1145,100
E01033727,2343,181
E01033728,1543,60
E01033729,2018,214
E01033732,875,41
E01033734,1230,78
E01033735,1035,119
E01033736,2046,68
E01033737,1548,179
E01033738,1516,89
E01033739,1258,157
E01033740,1181,125
E01033741,2263,463
E01033742,1075,89
E01033743,1427,167
E01033744,1331,169
E01033745,1280,126
E01033746,1212,87
E01033784,1244,84
E01033785,1107,56
E01033786,988,81
E01033787,1093,74
E01033788,1206,129
E01033789,1248,87
E01033790,1016,105
E01033791,1072,113
E01033792,1123,75
E01033862,1281,53
E01033863,1126,134
E01033864,889,135
E01033865,1445,118
E01033866,1049,40
E01033867,1401,83
E01033868,1334,28
E01033869,1127,96
E01033870,1551,80
E01033871,1273,111
E01033872,1122,107
E01033873,1458,158
E01033874,1073,36
E01033875,1082,115
E01033876,1158,55
E01033877,1318,153
E01033878,901,94
E01033879,1897,305
E01033880,1717,156
E01033881,1525,227
E01033882,1214,132
E01033883,1312,150
E01033884,1001,53
E01033885,1138,100
E01033911,1509,104
E01033912,1260,107
E01033913,1146,207
E01033914,1346,202
E01033915,1032,181
E01033916,1476,270
E01033917,1238,122
E01033918,1351,104
E01033919,1133,90
E01033920,1267,112
E01033921,1290,119
E01033922,1354,104
E01033923,1203,169
E01033924,1196,222
E01033925,1405,158
E01033926,1884,327
E01033927,1287,138
E01033928,1069,112
E01033929,1062,98
E01033930,1537,188
E01033931,1056,159
E01033932,1352,263
E01033933,1102,234
E01033934,1239,217
E01033935,1628,199
E01033936,1357,143
E01033937,926,168
E01033938,980,177
E01033939,1466,203
E01033940,2110,107
E01033941,1237,167
E01033942,1454,75
E01033943,2181,153
E01033944,2045,239
E01033945,1165,110
E01033946,1150,58
E01034026,2372,59
E01034027,2175,167
E01034028,1054,93
E01034029,1283,104
E01034030,1615,145
E01034031,1051,102
E01034032,1491,169
E01034033,1476,80
E01034034,1263,104
E01034035,1243,63
E01034036,1368,222
E01034037,1435,163
E01034038,1331,196
E01034039,1222,212
E01034040,1292,183
E01034041,1169,137
E01034042,959,104
E01034043,1140,146
E01034044,1012,102
E01034045,1470,102
E01034046,1489,233
E01034139,1394,196
E01034140,946,101
E01034141,1085,80
E01034142,1157,185
E01034143,1116,82
E01034144,1055,79
E01034145,1016,113
E01034146,1041,64
E01034147,1023,60
E01034148,1468,161
E01034149,1770,145
E01034150,1075,104
E01034151,989,70
E01034152,1235,141
E01034153,1087,70
E01034154,1183,49
E01034155,1555,182
E01034156,1135,87
E01034173,1442,267
E01034174,1039,124
E01034175,1136,39
E01034176,1589,228
E01034177,1234,124
E01034178,1400,90
E01034179,1216,91
E01034180,969,138
E01034181,1579,39
E01034182,1213,76
E01034183,1216,87
E01034184,990,66
E01034185,1023,51
E01034186,1246,46
E01034187,1107,130
E01034188,1156,65
E01034189,1021,61
E01034190,1357,160
E01034191,1362,88
E01034192,1903,153
E01034193,1192,75
E01034194,1109,53
E01034195,1015,57
E01034196,1070,51
E01034198,1845,191
E01034199,1456,208
E01034200,1369,127
E01034201,1059,142
E01034202,1286,162
E01034203,1073,109
E01034204,1499,287
E01034205,1180,132
E01034206,1389,173
E01034207,1272,46
E01034208,1468,249
E01034209,1307,76
E01034210,1341,94
E01034211,1349,49
E01034212,1717,94
E01034213,1333,84
E01034214,1370,68
E01034215,1293,73
E01034216,1440,78
E01034217,1848,77
E01034218,1465,167
E01034219,1619,58
E01034220,1182,30
E01034221,1540,122
E01034222,1315,112
E01034223,1207,81
E01034224,1370,174
E01034225,1215,112
E01034226,1152,74
E01034227,1091,96
E01034228,1166,52
E01034229,1203,81
E01034230,1166,50
E01034231,1181,48
E01034383,1083,77
E01034384,1040,49
E01034385,1193,71
E01034386,1066,67
E01034387,1467,56
E01034388,1141,73
E01034389,1360,156
E01034390,1211,80
E01034391,1271,94
E01034392,1473,126
E01034393,1022,36
E01034394,1143,53
E01034395,1299,128
E01034469,1145,113
E01034470,1092,146
E01034471,1896,199
E01034472,1275,160
E01034473,939,151
E01034474,1639,253
E01034475,1391,231
E01034476,1244,174
E01034477,1076,102
E01034478,861,46
E01034479,1491,222
E01034480,974,171
E01034481,1256,216
E01034482,785,110
E01034483,967,141
E01034484,1329,230
E01034485,1690,133
E01034486,1532,19
E01034487,970,169
E01034488,1422,282
E01034576,1024,81
E01034577,1087,96
E01034578,847,68
E01034579,1553,86
E01034580,1309,135
E01034581,1287,50
E01034589,1654,152
E01034590,1086,95
E01034591,1411,189
E01034592,932,174
E01034593,1186,123
E01034594,1157,66
E01034595,1080,132
E01034596,1023,88
E01034597,1182,171
E01034598,1083,99
E01034599,1337,179
E01034600,1491,195
E01034601,1103,110
E01034602,1130,98
E01034603,1024,52
E01034604,1171,124
E01034605,1242,108
E01034606,2417,85
E01034607,1932,154
E01034608,1832,194
E01034609,1496,183
E01034610,1307,246
E01034611,923,162
E01034612,1637,251
E01034613,826,78
E01034614,1451,184
E01034615,1589,146
E01034616,1227,180
E01034617,1811,249
E01035484,1523,90
E01035485,1002,95
E01035486,1486,123
E01035487,1311,138
E01035488,1335,62
E01035489,1133,54
E01035490,1482,104
E01035491,1120,34
E01035492,1442,58
E01035493,1457,96
E01035494,1651,57
E01035495,1020,153
E01035496,1175,74
E01035497,1183,84
E01035498,1074,32
E01035499,1316,167
E01035638,1571,166
E01035639,1448,160
E01035640,1191,121
E01035641,1237,87
E01035642,1572,110
E01035643,1415,142
E01035644,1062,59
E01035645,1103,141
E01035646,1340,156
E01035647,1018,19
E01035648,1279,214
E01035649,1212,71
E01035650,1771,296
E01035651,1304,112
E01035652,1170,72
E01035653,1264,39
E01035654,868,77
E01035655,1460,140
E01035656,1278,74
E01035657,956,26
E01035658,1070,66
E01035659,1297,189
E01035660,1201,152
E01035661,1294,301
E01035662,1062,30
E01035663,1042,98
E01035664,2067,229
E01035665,1212,61
E01035666,1545,205
E01035667,1514,291
E01035668,1813,259
E01035669,1209,122
E01035670,3744,468
E01035671,1747,199
E01035672,2188,406
E01035673,933,117
E01035674,1115,132
E01035675,1476,188
E01035676,1175,268
E01035677,1214,180
E01035678,1526,172
E01035679,1299,145
E01035680,1481,145
E01035681,1544,360
E01035682,1093,198
E01035683,1399,368
E01035684,1209,203
E01035685,1024,245
E01035686,1301,182
E01035687,1479,103
E01035688,1472,72
E01035689,1348,130
E01035690,1775,200
E01035691,1678,105
E01035692,1182,158
E01035693,1254,133
E01035694,1675,248
E01035695,1274,213
E01035696,1023,59
E01035697,1450,142
E01035698,783,65
E01035699,1425,134
E01035700,1097,67
E01035701,1127,50
E01035702,1195,141
E01035703,1057,31
E01035704,1437,132
E01035705,1166,161
E01035706,1065,90
E01035707,2168,144
E01035708,1688,120
E01035709,1259,208
E01035710,2189,302
E01035711,2281,166
E01035712,2208,226
E01035713,1712,107
E01035714,1769,111
E01035715,2491,179
E01035716,2001,147
E01035717,1702,165
E01035718,2302,134
E01035719,1106,109
E01035720,1066,61
E01035721,2027,239
E01035722,1874,102
